date_added,date_id,year,month,month_name,day,day_of_week,day_name,quarter
2021-02-26,1528,2021,2,February,26,4,Friday,1
2021-02-28,1529,2021,2,February,28,6,Sunday,1
2021-03-01,1530,2021,3,March,1,0,Monday,1
2021-03-02,1531,2021,3,March,2,1,Tuesday,1
2021-03-03,1532,2021,3,March,3,2,Wednesday,1
2021-03-04,1533,2021,3,March,4,3,Thursday,1
2021-03-05,1534,2021,3,March,5,4,Friday,1
2021-03-06,1535,2021,3,March,6,5,Saturday,1
2021-03-08,1536,2021,3,March,8,0,Monday,1
2021-03-09,1537,2021,3,March,9,1,Tuesday,1
2021-03-10,1538,2021,3,March,10,2,Wednesday,1
2021-03-11,1539,2021,3,March,11,3,Thursday,1
2021-03-12,1540,2021,3,March,12,4,Friday,1
2021-03-14,1541,2021,3,March,14,6,Sunday,1
2021-03-15,1542,2021,3,March,15,0,Monday,1
2021-03-16,1543,2021,3,March,16,1,Tuesday,1
2021-03-17,1544,2021,3,March,17,2,Wednesday,1
2021-03-18,1545,2021,3,March,18,3,Thursday,1
2021-03-19,1546,2021,3,March,19,4,Friday,1
2021-03-20,1547,2021,3,March,20,5,Saturday,1
2021-03-22,1548,2021,3,March,22,0,Monday,1
2021-03-23,1549,2021,3,March,23,1,Tuesday,1
2021-03-24,1550,2021,3,March,24,2,Wednesday,1
2021-03-25,1551,2021,3,March,25,3,Thursday,1
2021-03-26,1552,2021,3,March,26,4,Friday,1
2021-03-28,1553,2021,3,March,28,6,Sunday,1
2021-03-29,1554,2021,3,March,29,0,Monday,1
2021-03-30,1555,2021,3,March,30,1,Tuesday,1
2021-03-31,1556,2021,3,March,31,2,Wednesday,1
2021-04-01,1557,2021,4,April,1,3,Thursday,2
2021-04-02,1558,2021,4,April,2,4,Friday,2
2021-04-03,1559,2021,4,April,3,5,Saturday,2
2021-04-04,1560,2021,4,April,4,6,Sunday,2
2021-04-05,1561,2021,4,April,5,0,Monday,2
2021-04-06,1562,2021,4,April,6,1,Tuesday,2
2021-04-07,1563,2021,4,April,7,2,Wednesday,2
2021-04-08,1564,2021,4,April,8,3,Thursday,2
2021-04-09,1565,2021,4,April,9,4,Friday,2
2021-04-10,1566,2021,4,April,10,5,Saturday,2
2021-04-11,1567,2021,4,April,11,6,Sunday,2
2021-04-12,1568,2021,4,April,12,0,Monday,2
2021-04-13,1569,2021,4,April,13,1,Tuesday,2
2021-04-14,1570,2021,4,April,14,2,Wednesday,2
2021-04-15,1571,2021,4,April,15,3,Thursday,2
2021-04-16,1572,2021,4,April,16,4,Friday,2
2021-04-17,1573,2021,4,April,17,5,Saturday,2
2021-04-19,1574,2021,4,April,19,0,Monday,2
2021-04-20,1575,2021,4,April,20,1,Tuesday,2
2021-04-21,1576,2021,4,April,21,2,Wednesday,2
2021-04-22,1577,2021,4,April,22,3,Thursday,2
2021-04-23,1578,2021,4,April,23,4,Friday,2
2021-04-24,1579,2021,4,April,24,5,Saturday,2
2021-04-27,1580,2021,4,April,27,1,Tuesday,2
2021-04-28,1581,2021,4,April,28,2,Wednesday,2
2021-04-29,1582,2021,4,April,29,3,Thursday,2
2021-04-30,1583,2021,4,April,30,4,Friday,2
2021-05-01,1584,2021,5,May,1,5,Saturday,2
2021-05-04,1585,2021,5,May,4,1,Tuesday,2
2021-05-05,1586,2021,5,May,5,2,Wednesday,2
2021-05-06,1587,2021,5,May,6,3,Thursday,2
2021-05-07,1588,2021,5,May,7,4,Friday,2
2021-05-08,1589,2021,5,May,8,5,Saturday,2
2021-05-09,1590,2021,5,May,9,6,Sunday,2
2021-05-10,1591,2021,5,May,10,0,Monday,2
2021-05-11,1592,2021,5,May,11,1,Tuesday,2
2021-05-12,1593,2021,5,May,12,2,Wednesday,2
2021-05-13,1594,2021,5,May,13,3,Thursday,2
2021-05-14,1595,2021,5,May,14,4,Friday,2
2021-05-15,1596,2021,5,May,15,5,Saturday,2
2021-05-16,1597,2021,5,May,16,6,Sunday,2
2021-05-18,1598,2021,5,May,18,1,Tuesday,2
2021-05-19,1599,2021,5,May,19,2,Wednesday,2
2021-05-20,1600,2021,5,May,20,3,Thursday,2
2021-05-21,1601,2021,5,May,21,4,Friday,2
2021-05-22,1602,2021,5,May,22,5,Saturday,2
2021-05-23,1603,2021,5,May,23,6,Sunday,2
2021-05-24,1604,2021,5,May,24,0,Monday,2
2021-05-25,1605,2021,5,May,25,1,Tuesday,2
2021-05-26,1606,2021,5,May,26,2,Wednesday,2
2021-05-27,1607,2021,5,May,27,3,Thursday,2
2021-05-28,1608,2021,5,May,28,4,Friday,2
2021-05-29,1609,2021,5,May,29,5,Saturday,2
2021-05-30,1610,2021,5,May,30,6,Sunday,2
2021-05-31,1611,2021,5,May,31,0,Monday,2
2021-06-02,1612,2021,6,June,2,2,Wednesday,2
2021-06-03,1613,2021,6,June,3,3,Thursday,2
2021-06-04,1614,2021,6,June,4,4,Friday,2
2021-06-05,1615,2021,6,June,5,5,Saturday,2
2021-06-06,1616,2021,6,June,6,6,Sunday,2
2021-06-07,1617,2021,6,June,7,0,Monday,2
2021-06-08,1618,2021,6,June,8,1,Tuesday,2
2021-06-09,1619,2021,6,June,9,2,Wednesday,2
2021-06-10,1620,2021,6,June,10,3,Thursday,2
2021-06-11,1621,2021,6,June,11,4,Friday,2
2021-06-12,1622,2021,6,June,12,5,Saturday,2
2021-06-13,1623,2021,6,June,13,6,Sunday,2
2021-06-14,1624,2021,6,June,14,0,Monday,2
2021-06-15,1625,2021,6,June,15,1,Tuesday,2
2021-06-16,1626,2021,6,June,16,2,Wednesday,2
2021-06-17,1627,2021,6,June,17,3,Thursday,2
2021-06-18,1628,2021,6,June,18,4,Friday,2
2021-06-19,1629,2021,6,June,19,5,Saturday,2
2021-06-20,1630,2021,6,June,20,6,Sunday,2
2021-06-21,1631,2021,6,June,21,0,Monday,2
2021-06-22,1632,2021,6,June,22,1,Tuesday,2
2021-06-23,1633,2021,6,June,23,2,Wednesday,2
2021-06-24,1634,2021,6,June,24,3,Thursday,2
2021-06-25,1635,2021,6,June,25,4,Friday,2
2021-06-26,1636,2021,6,June,26,5,Saturday,2
2021-06-28,1637,2021,6,June,28,0,Monday,2
2021-06-29,1638,2021,6,June,29,1,Tuesday,2
2021-06-30,1639,2021,6,June,30,2,Wednesday,2
2021-07-01,1640,2021,7,July,1,3,Thursday,3
2021-07-02,1641,2021,7,July,2,4,Friday,3
2021-07-03,1642,2021,7,July,3,5,Saturday,3
2021-07-04,1643,2021,7,July,4,6,Sunday,3
2021-07-06,1644,2021,7,July,6,1,Tuesday,3
2021-07-07,1645,2021,7,July,7,2,Wednesday,3
2021-07-08,1646,2021,7,July,8,3,Thursday,3
2021-07-09,1647,2021,7,July,9,4,Friday,3
2021-07-10,1648,2021,7,July,10,5,Saturday,3
2021-07-12,1649,2021,7,July,12,0,Monday,3
2021-07-13,1650,2021,7,July,13,1,Tuesday,3
2021-07-14,1651,2021,7,July,14,2,Wednesday,3
2021-07-15,1652,2021,7,July,15,3,Thursday,3
2021-07-16,1653,2021,7,July,16,4,Friday,3
2021-07-17,1654,2021,7,July,17,5,Saturday,3
2021-07-19,1655,2021,7,July,19,0,Monday,3
2021-07-20,1656,2021,7,July,20,1,Tuesday,3
2021-07-21,1657,2021,7,July,21,2,Wednesday,3
2021-07-22,1658,2021,7,July,22,3,Thursday,3
2021-07-23,1659,2021,7,July,23,4,Friday,3
2021-07-24,1660,2021,7,July,24,5,Saturday,3
2021-07-26,1661,2021,7,July,26,0,Monday,3
2021-07-27,1662,2021,7,July,27,1,Tuesday,3
2021-07-28,1663,2021,7,July,28,2,Wednesday,3
2021-07-29,1664,2021,7,July,29,3,Thursday,3
2021-07-30,1665,2021,7,July,30,4,Friday,3
2021-07-31,1666,2021,7,July,31,5,Saturday,3
2021-08-01,1667,2021,8,August,1,6,Sunday,3
2021-08-03,1668,2021,8,August,3,1,Tuesday,3
2021-08-04,1669,2021,8,August,4,2,Wednesday,3
2021-08-05,1670,2021,8,August,5,3,Thursday,3
2021-08-06,1671,2021,8,August,6,4,Friday,3
2021-08-07,1672,2021,8,August,7,5,Saturday,3
2021-08-08,1673,2021,8,August,8,6,Sunday,3
2021-08-09,1674,2021,8,August,9,0,Monday,3
2021-08-10,1675,2021,8,August,10,1,Tuesday,3
2021-08-11,1676,2021,8,August,11,2,Wednesday,3
2021-08-12,1677,2021,8,August,12,3,Thursday,3
2021-08-13,1678,2021,8,August,13,4,Friday,3
2021-08-15,1679,2021,8,August,15,6,Sunday,3
2021-08-16,1680,2021,8,August,16,0,Monday,3
2021-08-18,1681,2021,8,August,18,2,Wednesday,3
2021-08-19,1682,2021,8,August,19,3,Thursday,3
2021-08-20,1683,2021,8,August,20,4,Friday,3
2021-08-21,1684,2021,8,August,21,5,Saturday,3
2021-08-23,1685,2021,8,August,23,0,Monday,3
2021-08-24,1686,2021,8,August,24,1,Tuesday,3
2021-08-25,1687,2021,8,August,25,2,Wednesday,3
2021-08-26,1688,2021,8,August,26,3,Thursday,3
2021-08-27,1689,2021,8,August,27,4,Friday,3
2021-08-28,1690,2021,8,August,28,5,Saturday,3
2021-08-29,1691,2021,8,August,29,6,Sunday,3
2021-08-31,1692,2021,8,August,31,1,Tuesday,3
2021-09-01,1693,2021,9,September,1,2,Wednesday,3
2021-09-02,1694,2021,9,September,2,3,Thursday,3
2021-09-03,1695,2021,9,September,3,4,Friday,3
2021-09-04,1696,2021,9,September,4,5,Saturday,3
2021-09-05,1697,2021,9,September,5,6,Sunday,3
2021-09-06,1698,2021,9,September,6,0,Monday,3
2021-09-07,1699,2021,9,September,7,1,Tuesday,3
2021-09-08,1700,2021,9,September,8,2,Wednesday,3
2021-09-09,1701,2021,9,September,9,3,Thursday,3
2021-09-10,1702,2021,9,September,10,4,Friday,3
2021-09-11,1703,2021,9,September,11,5,Saturday,3
2021-09-14,1704,2021,9,September,14,1,Tuesday,3
2021-09-15,1705,2021,9,September,15,2,Wednesday,3
2021-09-16,1706,2021,9,September,16,3,Thursday,3
2021-09-17,1707,2021,9,September,17,4,Friday,3
2021-09-19,1708,2021,9,September,19,6,Sunday,3
2021-09-20,1709,2021,9,September,20,0,Monday,3
2021-09-21,1710,2021,9,September,21,1,Tuesday,3
2021-09-22,1711,2021,9,September,22,2,Wednesday,3
2021-09-23,1712,2021,9,September,23,3,Thursday,3
2021-09-24,1713,2021,9,September,24,4,Friday,3
2021-09-25,1714,2021,9,September,25,5,Saturday,3
